0
4,55977344512939
4,66016721725464
4,76030349731445
4,85884952545166
4,96002244949341
5,06004905700684
5,16274642944336
5,26758575439453
5,46086883544922
5,56425189971924
5,66567897796631
5,76550531387329
5,86428308486938
5,96757173538208
6,06666374206543
6,16915941238403
6,268723487854
6,3651237487793
6,46679019927979
6,56709718704224
6,66715717315674
6,76985168457031
6,87118101119995
6,97338771820068
7,07237005233765
7,1665506362915
7,26945447921753
7,36873865127563
7,46875095367432
7,5698766708374
7,67124223709106
7,77108907699585
7,87153577804565
7,97058773040771
8,07122802734375
8,17054271697998
8,27296257019043
8,37038516998291
8,47209644317627
8,57073974609375
8,6716480255127
8,77045822143555
8,90069007873535
8,98976516723633
9,09086990356445
9,19073677062988
9,29515171051025
9,39292526245117
9,49372291564941
9,59050178527832
9,69180297851563
9,79368877410889
9,89159679412842
9,99310111999512
10,0948963165283
10,1985597610474
10,2981691360474
10,394157409668
10,4948310852051
10,594690322876
10,6952676773071
10,7970848083496
10,8956260681152
10,9981470108032
11,0972633361816
11,1943445205688
11,2938003540039
11,3952322006226
11,4960279464722
11,5956916809082
11,6972389221191
11,797290802002
11,8977403640747
11,9952535629272
12,1042575836182
12,1976594924927
12,2956047058105
12,3983774185181
12,5009860992432
12,6008386611938
12,7008543014526
12,7980833053589
12,9000616073608
13,0012645721436
13,101110458374
13,2004489898682
13,3042755126953
13,4053411483765
13,5067300796509
13,6029367446899
13,7028541564941
13,8026189804077
13,9033136367798
14,0055875778198
14,105637550354
14,2071485519409
14,3057565689087
14,5930700302124
14,6719999313354
14,7746534347534
14,8889207839966
14,9923295974731
15,0930557250977
15,193265914917
15,2916822433472
15,3923873901367
15,4937877655029
15,5932321548462
15,6944494247437
15,7971620559692
15,8973846435547
15,9932203292847
16,0949077606201
16,1952114105225
16,2957191467285
16,3956108093262
16,4978256225586
16,5982456207275
16,6947784423828
16,7935791015625
16,8983039855957
16,9969387054443
17,0954685211182
17,1972408294678
17,2993717193604
17,3994026184082
17,4989719390869
17,5992202758789
17,6984615325928
17,8001651763916
17,8998165130615
17,9998626708984
18,1021633148193
18,2024021148682
18,3058090209961
18,399528503418
18,5007095336914
18,6004753112793
18,7002849578857
18,8112449645996
18,9019393920898
19,0020561218262
19,1032371520996
19,1999950408936
19,3012447357178
19,4019050598145
19,5024280548096
19,6030235290527
19,702054977417
19,8040657043457
19,9057998657227
20,00119972229
20,1046314239502
20,2030982971191
20,3045253753662
20,4041805267334
20,5073375701904
20,6068534851074
20,7060089111328
20,8060359954834
20,9062175750732
21,0061454772949
21,1069240570068
21,2091274261475
21,3102722167969
21,4081382751465
21,5078144073486
21,6087455749512
21,7070713043213
21,8092632293701
21,9093074798584
22,011058807373
22,1115779876709
22,2112674713135
22,3090572357178
22,4110717773438
22,5117263793945
22,6117782592773
22,7118797302246
22,8141574859619
22,9126415252686
23,0130386352539
23,1124076843262
23,2122135162354
23,3140621185303
23,4134941101074
23,5138244628906
23,6176147460938
23,7181453704834
23,814359664917
23,9153861999512
24,0147113800049
24,1159477233887
24,2155075073242
24,3169612884521
24,4191913604736
24,5172824859619
24,6168365478516
24,7171936035156
24,8188743591309
24,9173717498779
25,0191631317139
25,1192893981934
25,2190723419189
25,3186912536621
25,4200706481934
25,5174732208252
25,6197338104248
25,7192440032959
25,8201160430908
25,9235897064209
26,0188827514648
26,1215267181396
26,2214679718018
26,3223495483398
26,4202327728271
26,5227527618408
26,6246337890625
26,7257232666016
26,8249759674072
26,9209308624268
27,025821685791
27,1224040985107
27,2251262664795
27,324686050415
27,428243637085
27,5280342102051
27,6268920898438
27,7257499694824
27,8263931274414
27,9268360137939
28,0264472961426
28,1272296905518
28,2292404174805
28,3278045654297
28,4279117584229
28,5266742706299
28,628942489624
28,7271957397461
28,8289031982422
28,9290237426758
29,0308322906494
29,1325550079346
29,2290859222412
29,3310661315918
29,4316082000732
29,5316123962402
29,6309642791748
29,7326202392578
29,8339595794678
29,9316921234131
30,0343723297119
30,1316623687744
30,2343845367432
30,332426071167
30,4345893859863
30,5366744995117
30,6366138458252
